,medical_school,short_name,cost_type,ownership,residence_status,insurance_required,insurance_waived,cost,year
236,Marshall University Joan C. Edwards School of Medicine,Marshall-Edwards,Health Insurance,Public,Resident,Yes,Yes,2292.0,2005.0
237,Marshall University Joan C. Edwards School of Medicine,Marshall-Edwards,Health Insurance,Public,Nonresident,Yes,Yes,2292.0,2005.0
238,Marshall University Joan C. Edwards School of Medicine,Marshall-Edwards,Fees,Public,Resident,Yes,Yes,478.0,2005.0
239,Marshall University Joan C. Edwards School of Medicine,Marshall-Edwards,Fees,Public,Nonresident,Yes,Yes,478.0,2005.0
240,Mayo Clinic Alix School of Medicine,Mayo-Alix,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,,26500.0,2005.0
241,Mayo Clinic Alix School of Medicine,Mayo-Alix,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,,26500.0,2005.0
242,Mayo Clinic Alix School of Medicine,Mayo-Alix,Tuition,Private,Resident,Yes,,24500.0,2005.0
243,Mayo Clinic Alix School of Medicine,Mayo-Alix,Tuition,Private,Nonresident,Yes,,24500.0,2005.0
244,Mayo Clinic Alix School of Medicine,Mayo-Alix,Health Insurance,Private,Resident,Yes,,0.0,2005.0
245,Mayo Clinic Alix School of Medicine,Mayo-Alix,Health Insurance,Private,Nonresident,Yes,,0.0,2005.0
246,Mayo Clinic Alix School of Medicine,Mayo-Alix,Fees,Private,Resident,Yes,,2000.0,2005.0
247,Mayo Clinic Alix School of Medicine,Mayo-Alix,Fees,Private,Nonresident,Yes,,2000.0,2005.0
248,McGovern Medical School at the University of Texas Health Science Center at Houston,UT Houston-McGovern,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,11608.0,2005.0
249,McGovern Medical School at the University of Texas Health Science Center at Houston,UT Houston-McGovern,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,24708.0,2005.0
250,McGovern Medical School at the University of Texas Health Science Center at Houston,UT Houston-McGovern,Tuition,Public,Resident,Yes,Yes,9775.0,2005.0
251,McGovern Medical School at the University of Texas Health Science Center at Houston,UT Houston-McGovern,Tuition,Public,Nonresident,Yes,Yes,22875.0,2005.0
252,McGovern Medical School at the University of Texas Health Science Center at Houston,UT Houston-McGovern,Health Insurance,Public,Resident,Yes,Yes,0.0,2005.0
253,McGovern Medical School at the University of Texas Health Science Center at Houston,UT Houston-McGovern,Health Insurance,Public,Nonresident,Yes,Yes,0.0,2005.0
254,McGovern Medical School at the University of Texas Health Science Center at Houston,UT Houston-McGovern,Fees,Public,Resident,Yes,Yes,900.0,2005.0
255,McGovern Medical School at the University of Texas Health Science Center at Houston,UT Houston-McGovern,Fees,Public,Nonresident,Yes,Yes,900.0,2005.0
256,Medical College of Georgia at Augusta University,MC Georgia Augusta,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,14240.0,2005.0
257,Medical College of Georgia at Augusta University,MC Georgia Augusta,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,33366.0,2005.0
258,Medical College of Georgia at Augusta University,MC Georgia Augusta,Tuition,Public,Resident,Yes,Yes,11850.0,2005.0
259,Medical College of Georgia at Augusta University,MC Georgia Augusta,Tuition,Public,Nonresident,Yes,Yes,30976.0,2005.0
260,Medical College of Georgia at Augusta University,MC Georgia Augusta,Health Insurance,Public,Resident,Yes,Yes,137.0,2005.0
261,Medical College of Georgia at Augusta University,MC Georgia Augusta,Health Insurance,Public,Nonresident,Yes,Yes,137.0,2005.0
262,Medical College of Georgia at Augusta University,MC Georgia Augusta,Fees,Public,Resident,Yes,Yes,826.0,2005.0
263,Medical College of Georgia at Augusta University,MC Georgia Augusta,Fees,Public,Nonresident,Yes,Yes,826.0,2005.0
264,Medical College of Wisconsin,MC Wisconsin,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,30724.0,2005.0
265,Medical College of Wisconsin,MC Wisconsin,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,35591.0,2005.0
266,Medical College of Wisconsin,MC Wisconsin,Tuition,Private,Resident,Yes,Yes,28503.0,2005.0
267,Medical College of Wisconsin,MC Wisconsin,Tuition,Private,Nonresident,Yes,Yes,33370.0,2005.0
268,Medical College of Wisconsin,MC Wisconsin,Health Insurance,Private,Resident,Yes,Yes,2176.0,2005.0
269,Medical College of Wisconsin,MC Wisconsin,Health Insurance,Private,Nonresident,Yes,Yes,2176.0,2005.0
270,Medical College of Wisconsin,MC Wisconsin,Fees,Private,Resident,Yes,Yes,45.0,2005.0
271,Medical College of Wisconsin,MC Wisconsin,Fees,Private,Nonresident,Yes,Yes,45.0,2005.0
272,Medical University of South Carolina College of Medicine,MU South Carolina,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,21416.0,2005.0
273,Medical University of South Carolina College of Medicine,MU South Carolina,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,57468.0,2005.0
274,Medical University of South Carolina College of Medicine,MU South Carolina,Tuition,Public,Resident,Yes,Yes,6049.0,2005.0
275,Medical University of South Carolina College of Medicine,MU South Carolina,Tuition,Public,Nonresident,Yes,Yes,19437.0,2005.0
276,Medical University of South Carolina College of Medicine,MU South Carolina,Health Insurance,Public,Resident,Yes,Yes,850.0,2005.0
277,Medical University of South Carolina College of Medicine,MU South Carolina,Health Insurance,Public,Nonresident,Yes,Yes,850.0,2005.0
278,Medical University of South Carolina College of Medicine,MU South Carolina,Fees,Public,Resident,Yes,Yes,14517.0,2005.0
279,Medical University of South Carolina College of Medicine,MU South Carolina,Fees,Public,Nonresident,Yes,Yes,37181.0,2005.0
280,Meharry Medical College,Meharry,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,30834.0,2005.0
281,Meharry Medical College,Meharry,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,30834.0,2005.0
282,Meharry Medical College,Meharry,Tuition,Private,Resident,Yes,Yes,27143.0,2005.0
283,Meharry Medical College,Meharry,Tuition,Private,Nonresident,Yes,Yes,27143.0,2005.0
284,Meharry Medical College,Meharry,Health Insurance,Private,Resident,Yes,Yes,2117.0,2005.0
285,Meharry Medical College,Meharry,Health Insurance,Private,Nonresident,Yes,Yes,2117.0,2005.0
286,Meharry Medical College,Meharry,Fees,Private,Resident,Yes,Yes,1423.0,2005.0
287,Meharry Medical College,Meharry,Fees,Private,Nonresident,Yes,Yes,1423.0,2005.0
288,Mercer University School of Medicine,Mercer,"Tuition, Fees, and Health Insurance",Private,Resident,,,30220.0,2005.0
289,Mercer University School of Medicine,Mercer,"Tuition, Fees, and Health Insurance",Private,Nonresident,,,,2005.0
290,Mercer University School of Medicine,Mercer,Tuition,Private,Resident,,,30220.0,2005.0
291,Mercer University School of Medicine,Mercer,Tuition,Private,Nonresident,,,,2005.0
292,Mercer University School of Medicine,Mercer,Health Insurance,Private,Resident,,,700.0,2005.0
293,Mercer University School of Medicine,Mercer,Health Insurance,Private,Nonresident,,,,2005.0
294,Mercer University School of Medicine,Mercer,Fees,Private,Resident,,,0.0,2005.0
295,Mercer University School of Medicine,Mercer,Fees,Private,Nonresident,,,,2005.0
296,Michigan State University College of Human Medicine,Michigan State,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,25194.0,2005.0
297,Michigan State University College of Human Medicine,Michigan State,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,53094.0,2005.0
298,Michigan State University College of Human Medicine,Michigan State,Tuition,Public,Resident,Yes,Yes,22378.0,2005.0
299,Michigan State University College of Human Medicine,Michigan State,Tuition,Public,Nonresident,Yes,Yes,50278.0,2005.0
300,Michigan State University College of Human Medicine,Michigan State,Health Insurance,Public,Resident,Yes,Yes,1248.0,2005.0
301,Michigan State University College of Human Medicine,Michigan State,Health Insurance,Public,Nonresident,Yes,Yes,1248.0,2005.0
302,Michigan State University College of Human Medicine,Michigan State,Fees,Public,Resident,Yes,Yes,1568.0,2005.0
303,Michigan State University College of Human Medicine,Michigan State,Fees,Public,Nonresident,Yes,Yes,1568.0,2005.0
304,Morehouse School of Medicine,Morehouse,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,29837.0,2005.0
305,Morehouse School of Medicine,Morehouse,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,29837.0,2005.0
306,Morehouse School of Medicine,Morehouse,Tuition,Private,Resident,Yes,Yes,24000.0,2005.0
307,Morehouse School of Medicine,Morehouse,Tuition,Private,Nonresident,Yes,Yes,24000.0,2005.0
308,Morehouse School of Medicine,Morehouse,Health Insurance,Private,Resident,Yes,Yes,,2005.0
309,Morehouse School of Medicine,Morehouse,Health Insurance,Private,Nonresident,Yes,Yes,,2005.0
310,Morehouse School of Medicine,Morehouse,Fees,Private,Resident,Yes,Yes,4612.0,2005.0
311,Morehouse School of Medicine,Morehouse,Fees,Private,Nonresident,Yes,Yes,4612.0,2005.0
312,New York Medical College,New York Medical,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,40276.0,2005.0
313,New York Medical College,New York Medical,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,39976.0,2005.0
314,New York Medical College,New York Medical,Tuition,Private,Resident,Yes,Yes,37200.0,2005.0
315,New York Medical College,New York Medical,Tuition,Private,Nonresident,Yes,Yes,37200.0,2005.0
316,New York Medical College,New York Medical,Health Insurance,Private,Resident,Yes,Yes,2050.0,2005.0
317,New York Medical College,New York Medical,Health Insurance,Private,Nonresident,Yes,Yes,2050.0,2005.0
318,New York Medical College,New York Medical,Fees,Private,Resident,Yes,Yes,1026.0,2005.0
319,New York Medical College,New York Medical,Fees,Private,Nonresident,Yes,Yes,726.0,2005.0
320,New York University Grossman School of Medicine,NYU-Grossman,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,38175.0,2005.0
321,New York University Grossman School of Medicine,NYU-Grossman,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,38175.0,2005.0
322,New York University Grossman School of Medicine,NYU-Grossman,Tuition,Private,Resident,Yes,Yes,30625.0,2005.0
323,New York University Grossman School of Medicine,NYU-Grossman,Tuition,Private,Nonresident,Yes,Yes,30625.0,2005.0
324,New York University Grossman School of Medicine,NYU-Grossman,Health Insurance,Private,Resident,Yes,Yes,3000.0,2005.0
325,New York University Grossman School of Medicine,NYU-Grossman,Health Insurance,Private,Nonresident,Yes,Yes,3000.0,2005.0
326,New York University Grossman School of Medicine,NYU-Grossman,Fees,Private,Resident,Yes,Yes,4550.0,2005.0
327,New York University Grossman School of Medicine,NYU-Grossman,Fees,Private,Nonresident,Yes,Yes,4550.0,2005.0
328,Northeast Ohio Medical University,Northeast Ohio,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,25856.0,2005.0
329,Northeast Ohio Medical University,Northeast Ohio,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,49163.0,2005.0
330,Northeast Ohio Medical University,Northeast Ohio,Tuition,Public,Resident,Yes,Yes,23307.0,2005.0
331,Northeast Ohio Medical University,Northeast Ohio,Tuition,Public,Nonresident,Yes,Yes,46614.0,2005.0
332,Northeast Ohio Medical University,Northeast Ohio,Health Insurance,Public,Resident,Yes,Yes,1348.0,2005.0
333,Northeast Ohio Medical University,Northeast Ohio,Health Insurance,Public,Nonresident,Yes,Yes,1348.0,2005.0
334,Northeast Ohio Medical University,Northeast Ohio,Fees,Public,Resident,Yes,Yes,1368.0,2005.0
335,Northeast Ohio Medical University,Northeast Ohio,Fees,Public,Nonresident,Yes,Yes,1368.0,2005.0
336,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,39689.0,2005.0
337,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,39689.0,2005.0
338,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,Tuition,Private,Resident,Yes,Yes,37308.0,2005.0
339,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,Tuition,Private,Nonresident,Yes,Yes,37308.0,2005.0
340,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,Health Insurance,Private,Resident,Yes,Yes,2200.0,2005.0
341,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,Health Insurance,Private,Nonresident,Yes,Yes,2200.0,2005.0
342,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,Fees,Private,Resident,Yes,Yes,485.0,2005.0
343,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,Fees,Private,Nonresident,Yes,Yes,485.0,2005.0
344,Ohio State University College of Medicine,Ohio State,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,26606.0,2005.0
345,Ohio State University College of Medicine,Ohio State,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,39437.0,2005.0
346,Ohio State University College of Medicine,Ohio State,Tuition,Public,Resident,Yes,Yes,22833.0,2005.0
347,Ohio State University College of Medicine,Ohio State,Tuition,Public,Nonresident,Yes,Yes,35664.0,2005.0
348,Ohio State University College of Medicine,Ohio State,Health Insurance,Public,Resident,Yes,Yes,1440.0,2005.0
349,Ohio State University College of Medicine,Ohio State,Health Insurance,Public,Nonresident,Yes,Yes,1440.0,2005.0
350,Ohio State University College of Medicine,Ohio State,Fees,Public,Resident,Yes,Yes,2373.0,2005.0
351,Ohio State University College of Medicine,Ohio State,Fees,Public,Nonresident,Yes,Yes,2373.0,2005.0
352,Oregon Health & Science University School of Medicine,Oregon,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,28760.0,2005.0
353,Oregon Health & Science University School of Medicine,Oregon,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,38761.0,2005.0
354,Oregon Health & Science University School of Medicine,Oregon,Tuition,Public,Resident,Yes,Yes,24100.0,2005.0
355,Oregon Health & Science University School of Medicine,Oregon,Tuition,Public,Nonresident,Yes,Yes,34101.0,2005.0
356,Oregon Health & Science University School of Medicine,Oregon,Health Insurance,Public,Resident,Yes,Yes,2571.0,2005.0
357,Oregon Health & Science University School of Medicine,Oregon,Health Insurance,Public,Nonresident,Yes,Yes,2571.0,2005.0
358,Oregon Health & Science University School of Medicine,Oregon,Fees,Public,Resident,Yes,Yes,2802.0,2005.0
359,Oregon Health & Science University School of Medicine,Oregon,Fees,Public,Nonresident,Yes,Yes,2802.0,2005.0
360,Pennsylvania State University College of Medicine,Penn State,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,30592.0,2005.0
361,Pennsylvania State University College of Medicine,Penn State,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,42018.0,2005.0
362,Pennsylvania State University College of Medicine,Penn State,Tuition,Private,Resident,Yes,Yes,29280.0,2005.0
363,Pennsylvania State University College of Medicine,Penn State,Tuition,Private,Nonresident,Yes,Yes,40706.0,2005.0
364,Pennsylvania State University College of Medicine,Penn State,Health Insurance,Private,Resident,Yes,Yes,888.0,2005.0
365,Pennsylvania State University College of Medicine,Penn State,Health Insurance,Private,Nonresident,Yes,Yes,888.0,2005.0
366,Pennsylvania State University College of Medicine,Penn State,Fees,Private,Resident,Yes,Yes,472.0,2005.0
367,Pennsylvania State University College of Medicine,Penn State,Fees,Private,Nonresident,Yes,Yes,472.0,2005.0
368,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,41666.0,2005.0
369,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,41666.0,2005.0
370,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,Tuition,Private,Resident,Yes,Yes,36976.0,2005.0
371,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,Tuition,Private,Nonresident,Yes,Yes,36976.0,2005.0
372,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,Health Insurance,Private,Resident,Yes,Yes,2200.0,2005.0
373,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,Health Insurance,Private,Nonresident,Yes,Yes,2200.0,2005.0
374,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,Fees,Private,Resident,Yes,Yes,2490.0,2005.0
375,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,Fees,Private,Nonresident,Yes,Yes,2490.0,2005.0
